chr start end name
chrX 83756653 83757853 tss_17034
chrX 84258209 84259809 tss_17035
chrX 84498706 84500609 tss_17036
chrX 84633855 84634655 tss_17037
chrX 85301228 85303228 tss_17038
chrX 86771775 86774646 tss_17039
chrX 90689570 90690770 tss_17040
chrX 91034288 91034688 tss_17041
chrX 92928018 92929218 tss_17042
chrX 95939260 95941860 tss_17043
chrX 99664882 99665282 tss_17044
chrX 99890999 99892009 tss_17045
chrX 100074390 100076009 tss_17046
chrX 100183866 100184266 tss_17047
chrX 100306009 100307466 tss_17048
chrX 100474784 100475384 tss_17049
chrX 100602627 100604409 tss_17050
chrX 100644627 100647827 tss_17051
chrX 100661627 100664427 tss_17052
chrX 100672809 100674027 tss_17053
chrX 100739928 100741209 tss_17054
chrX 100805128 100806528 tss_17055
chrX 100872087 100873087 tss_17056
chrX 100877687 100879087 tss_17057
chrX 100914209 100915087 tss_17058
chrX 101186009 101187209 tss_17059
chrX 101771312 101771712 tss_17060
chrX 101853609 101855303 tss_17061
chrX 101906209 101906809 tss_17062
chrX 101967409 101968409 tss_17063
chrX 101975359 101975959 tss_17064
chrX 102000759 102001159 tss_17065
chrX 102318409 102319469 tss_17066
chrX 102469725 102471525 tss_17067
chrX 102509049 102510449 tss_17068
chrX 102565649 102566249 tss_17069
chrX 102611042 102612442 tss_17070
chrX 102631042 102632642 tss_17071
chrX 102840209 102841409 tss_17072
chrX 102862705 102863705 tss_17073
chrX 102883409 102885239 tss_17074
chrX 102940609 102943239 tss_17075
chrX 103086809 103087209 tss_17076
chrX 103172523 103174609 tss_17077
chrX 103217123 103218123 tss_17078
chrX 103357009 103357675 tss_17079
chrX 103400809 103402409 tss_17080
chrX 103410301 103412501 tss_17081
chrX 105065546 105065946 tss_17082
chrX 105854942 105855942 tss_17083
chrX 105936619 105937619 tss_17084
chrX 105969219 105971219 tss_17085
chrX 106045219 106046619 tss_17086
chrX 106242045 106243645 tss_17087
chrX 106361196 106362409 tss_17088
chrX 106448240 106449840 tss_17089
chrX 106870939 106872939 tss_17090
chrX 106957364 106960564 tss_17091
chrX 107018564 107019764 tss_17092
chrX 107068885 107070485 tss_17093
chrX 107178504 107179704 tss_17094
chrX 107333422 107335622 tss_17095
chrX 107680774 107682174 tss_17096
chrX 107682574 107684374 tss_17097
chrX 107979438 107980638 tss_17098
chrX 108297198 108301809 tss_17099
chrX 108779585 108781185 tss_17100
chrX 108974824 108977224 tss_17101
chrX 109245502 109247902 tss_17102
chrX 109559609 109562153 tss_17103
chrX 110039009 110039409 tss_17104
chrX 110339067 110339867 tss_17105
chrX 110924136 110925536 tss_17106
chrX 111922609 111923703 tss_17107
chrX 112083609 112085409 tss_17108
chrX 114793782 114797382 tss_17109
chrX 114827582 114829782 tss_17110
chrX 114957014 114957814 tss_17111
chrX 115084520 115085720 tss_17112
chrX 115567219 115568019 tss_17113
chrX 115592819 115594419 tss_17114
chrX 117249619 117251219 tss_17115
chrX 117479019 117482019 tss_17116
chrX 117629009 117631419 tss_17117
chrX 117860819 117862819 tss_17118
chrX 117973209 117973819 tss_17119
chrX 118108419 118111219 tss_17120
chrX 118370009 118372019 tss_17121
chrX 118532819 118534419 tss_17122
chrX 118601819 118603619 tss_17123
chrX 118707809 118709619 tss_17124
chrX 118739209 118741019 tss_17125
chrX 118824419 118828019 tss_17126
chrX 118891819 118894419 tss_17127
chrX 118923819 118926819 tss_17128
chrX 118986009 118987619 tss_17129
chrX 119004209 119006819 tss_17130
chrX 119076419 119078019 tss_17131
chrX 119378019 119379419 tss_17132
chrX 119384209 119386019 tss_17133
chrX 119601819 119603419 tss_17134
chrX 119692219 119696219 tss_17135
chrX 119737219 119739019 tss_17136
chrX 119763009 119764819 tss_17137
chrX 120181419 120181819 tss_17138
chrX 122317419 122318419 tss_17139
chrX 122318636 122319219 tss_17140
chrX 122865219 122867425 tss_17141
chrX 122992819 122995819 tss_17142
chrX 123092419 123098019 tss_17143
chrX 123480025 123483425 tss_17144
chrX 128655619 128658219 tss_17145
chrX 128674019 128675219 tss_17146
chrX 128787619 128789225 tss_17147
chrX 128913225 128918825 tss_17148
chrX 128976419 128978225 tss_17149
chrX 129039419 129041025 tss_17150
chrX 129065019 129066236 tss_17151
chrX 129091219 129092019 tss_17152
chrX 129116036 129117425 tss_17153
chrX 129242819 129244819 tss_17154
chrX 129254619 129255436 tss_17155
chrX 129298819 129301025 tss_17156
chrX 129304819 129308219 tss_17157
chrX 129401419 129403219 tss_17158
chrX 129473219 129474425 tss_17159
chrX 129535419 129536625 tss_17160
chrX 129657819 129658419 tss_17161
chrX 130036219 130037619 tss_17162
chrX 130964219 130965619 tss_17163
chrX 131156219 131159425 tss_17164
chrX 131350819 131353619 tss_17165
chrX 131545219 131547819 tss_17166
chrX 131622219 131624825 tss_17167
chrX 132091819 132092619 tss_17168
chrX 132549419 132550219 tss_17169
chrX 133115219 133120819 tss_17170
chrX 133305825 133308419 tss_17171
chrX 133506619 133509025 tss_17172
chrX 133593619 133595619 tss_17173
chrX 133680819 133685225 tss_17174
chrX 133930419 133931819 tss_17175
chrX 133940819 133942225 tss_17176
chrX 134048219 134049436 tss_17177
chrX 134124819 134125619 tss_17178
chrX 134155619 134156836 tss_17179
chrX 134165819 134167419 tss_17180
chrX 134185219 134186819 tss_17181
chrX 134232436 134232836 tss_17182
chrX 134304619 134305219 tss_17183
chrX 134476819 134479619 tss_17184
chrX 134654019 134657019 tss_17185
chrX 134974419 134976419 tss_17186
chrX 135055219 135056236 tss_17187
chrX 135056625 135057025 tss_17188
chrX 135067019 135068236 tss_17189
chrX 135228825 135229436 tss_17190
chrX 135229836 135230236 tss_17191
chrX 135332619 135334019 tss_17192
chrX 135578419 135580619 tss_17193
chrX 135849019 135850419 tss_17194
chrX 135861219 135863625 tss_17195
chrX 135961019 135963619 tss_17196
chrX 135991019 135993419 tss_17197
chrX 136645619 136646819 tss_17198
chrX 136648019 136648819 tss_17199
chrX 136656019 136656419 tss_17200
chrX 137793619 137794419 tss_17201
chrX 139013219 139016419 tss_17202
chrX 140270619 140271619 tss_17203
chrX 140991619 140992219 tss_17204
chrX 141292419 141293019 tss_17205
chrX 142720419 142722819 tss_17206
chrX 146992819 146995025 tss_17207
chrX 147582025 147583825 tss_17208
chrX 148585019 148587219 tss_17209
chrX 148620225 148621625 tss_17210
chrX 148621819 148623425 tss_17211
chrX 148712419 148713636 tss_17212
chrX 149105625 149107036 tss_17213
chrX 149107819 149109019 tss_17214
chrX 149530619 149535236 tss_17215
chrX 149737019 149738419 tss_17216
chrX 149860825 149863219 tss_17217
chrX 150066425 150068419 tss_17218
chrX 150151219 150152425 tss_17219
chrX 150153019 150153619 tss_17220
chrX 150346019 150346419 tss_17221
chrX 150564619 150566625 tss_17222
chrX 151140419 151143819 tss_17223
chrX 151903019 151904419 tss_17224
chrX 151998619 152000619 tss_17225
chrX 152109619 152110819 tss_17226
chrX 152599019 152600636 tss_17227
chrX 152735219 152736219 tss_17228
chrX 152760419 152762036 tss_17229
chrX 152863819 152864436 tss_17230
chrX 152864819 152865619 tss_17231
chrX 152875819 152876419 tss_17232
chrX 152907219 152908019 tss_17233
chrX 152912619 152913819 tss_17234
chrX 152954036 152955619 tss_17235
chrX 152988219 152993019 tss_17236
chrX 153030419 153032036 tss_17237
chrX 153058619 153061236 tss_17238
chrX 153150019 153151419 tss_17239
chrX 153189625 153194425 tss_17240
chrX 153199419 153201225 tss_17241
chrX 153209619 153210219 tss_17242
chrX 153234025 153239419 tss_17243
chrX 153283819 153286425 tss_17244
chrX 153360419 153363036 tss_17245
chrX 153363419 153363819 tss_17246
chrX 153567819 153575419 tss_17247
chrX 153596419 153600636 tss_17248
chrX 153601636 153602836 tss_17249
chrX 153606225 153607219 tss_17250
chrX 153607419 153609036 tss_17251
chrX 153625219 153628619 tss_17252
chrX 153637019 153638219 tss_17253
chrX 153639219 153640825 tss_17254
chrX 153656225 153657825 tss_17255
chrX 153665219 153666625 tss_17256
chrX 153672236 153673436 tss_17257
chrX 153686019 153687836 tss_17258
chrX 153706619 153708225 tss_17259
chrX 153713219 153715625 tss_17260
chrX 153718019 153719819 tss_17261
chrX 153743819 153746019 tss_17262
chrX 153769219 153772019 tss_17263
chrX 153772619 153777219 tss_17264
chrX 153977825 153980019 tss_17265
chrX 153990019 153992419 tss_17266
chrX 154028019 154034619 tss_17267
chrX 154114225 154118425 tss_17268
chrX 154254619 154256819 tss_17269
chrX 154298219 154300625 tss_17270
chrX 154444019 154445625 tss_17271
chrX 154492625 154494019 tss_17272
chrX 154562019 154564219 tss_17273
chrX 154841619 154843019 tss_17274
chrX 154996619 154997636 tss_17275
chrX 155110219 155111819 tss_17276
chrY 2709120 2710320 tss_17277
chrY 2802520 2805120 tss_17278
chrY 6778320 6779120 tss_17279
chrY 7140520 7144120 tss_17280
chrY 10037720 10038120 tss_17281
chrY 13476396 13476796 tss_17282
chrY 14532996 14533796 tss_17283
chrY 14773634 14775666 tss_17284
chrY 15016396 15018466 tss_17285
chrY 15589866 15592279 tss_17286
chrY 15815434 15816679 tss_17287
chrY 15863079 15863879 tss_17288
chrY 16635879 16638266 tss_17289
chrY 17567634 17568634 tss_17290
chrY 21237443 21238443 tss_17291
chrY 21238843 21239656 tss_17292
chrY 21728643 21730443 tss_17293
chrY 21905843 21907456 tss_17294
chrY 22736846 22738656 tss_17295
chr10 119600 120400 tss_1751
chr10 122200 122800 tss_1752
chr10 179400 182800 tss_1753
chr10 530400 531600 tss_1754
chr10 670600 671400 tss_1755
chr10 695600 697000 tss_1756
chr10 734400 735600 tss_1757
chr10 736000 736400 tss_1758
chr10 975800 978600 tss_1759
chr10 1033400 1035800 tss_1760
chr10 1093600 1096800 tss_1761
chr10 1101400 1104200 tss_1762
chr10 1204800 1206400 tss_1763
chr10 1281400 1282600 tss_1764
chr10 1568800 1569800 tss_1765
chr10 1778800 1780200 tss_1766
chr10 3108800 3109400 tss_1767
chr10 3109600 3112200 tss_1768
chr10 3213800 3215800 tss_1769
chr10 3821000 3828800 tss_1770
chr10 4283600 4286400 tss_1771
chr10 4718800 4720600 tss_1772
chr10 4868200 4869600 tss_1773
chr10 5005200 5008200 tss_1774
chr10 5135400 5142200 tss_1775
chr10 5454000 5455800 tss_1776
chr10 5707800 5708800 tss_1777
chr10 5726200 5728600 tss_1778
chr10 5734200 5735600 tss_1779
chr10 5853200 5856600 tss_1780
chr10 5930400 5933400 tss_1781
chr10 5987400 5988200 tss_1782
chr10 6018000 6020400 tss_1783
chr10 6130600 6132400 tss_1784
chr10 6186400 6187600 tss_1785
chr10 6205400 6206800 tss_1786
chr10 6242800 6248200 tss_1787
chr10 6620800 6624000 tss_1788
chr10 6779000 6781200 tss_1789
chr10 6821000 6822800 tss_1790
chr10 7449600 7453600 tss_1791
chr10 7708600 7709000 tss_1792
chr10 7744600 7746800 tss_1793
chr10 7829000 7831600 tss_1794
chr10 7859800 7861600 tss_1795
chr10 8091200 8093600 tss_1796
chr10 8094200 8094800 tss_1797
chr10 8095400 8103600 tss_1798
chr10 10836000 10837200 tss_1799
chr10 11047200 11048200 tss_1800
chr10 11059200 11062800 tss_1801
chr10 11205000 11213800 tss_1802
chr10 11650000 11654800 tss_1803
chr10 11784200 11785200 tss_1804
chr10 11865000 11867400 tss_1805
chr10 11873400 11873800 tss_1806
chr10 11935000 11938000 tss_1807
chr10 12083400 12086400 tss_1808
chr10 12110400 12112200 tss_1809
chr10 12170800 12172600 tss_1810
chr10 12236600 12239200 tss_1811
chr10 12390800 12393000 tss_1812
chr10 13141200 13143200 tss_1813
chr10 13202800 13204800 tss_1814
chr10 13341000 13342600 tss_1815
chr10 13343400 13344800 tss_1816
chr10 13380800 13381200 tss_1817
chr10 13388000 13392800 tss_1818
chr10 13569600 13570800 tss_1819
chr10 13571200 13571800 tss_1820
chr10 13628600 13630000 tss_1821
chr10 13746400 13750400 tss_1822
chr10 13931000 13934600 tss_1823
chr10 14048600 14052600 tss_1824
chr10 14644000 14647400 tss_1825
chr10 14879200 14881600 tss_1826
chr10 14919600 14922800 tss_1827
chr10 14993800 14996800 tss_1828
chr10 15001000 15002800 tss_1829
chr10 15130200 15131000 tss_1830
chr10 15138600 15140600 tss_1831
chr10 15183200 15183600 tss_1832
chr10 15208400 15210800 tss_1833
chr10 15211000 15211800 tss_1834
chr10 15411400 15413400 tss_1835
chr10 15901000 15903000 tss_1836
chr10 16478400 16480000 tss_1837
chr10 16858400 16860400 tss_1838
chr10 17065400 17065800 tss_1839
chr10 17241200 17244000 tss_1840
chr10 17269400 17278600 tss_1841
chr10 17428600 17429200 tss_1842
chr10 17493200 17496000 tss_1843
chr10 17496400 17497200 tss_1844
chr10 17658400 17660200 tss_1845
chr10 17685000 17688600 tss_1846
chr10 18429200 18430000 tss_1847
chr10 18938200 18941200 tss_1848
chr10 18946800 18949600 tss_1849
chr10 20104200 20107600 tss_1850
chr10 21461800 21462600 tss_1851
chr10 21463000 21464200 tss_1852
chr10 21783400 21786800 tss_1853
chr10 21797600 21799800 tss_1854
chr10 21804800 21809400 tss_1855
chr10 21813000 21819000 tss_1856
chr10 21821600 21824800 tss_1857
chr10 22291200 22293200 tss_1858
chr10 22540000 22542800 tss_1859
chr10 22604200 22608200 tss_1860
chr10 22608600 22611600 tss_1861
chr10 22614000 22615200 tss_1862
chr10 22624000 22624600 tss_1863
chr10 22628800 22630600 tss_1864
chr10 22680800 22681200 tss_1865
chr10 22725600 22727200 tss_1866
chr10 23000000 23004000 tss_1867
chr10 23216800 23217200 tss_1868
chr10 23384200 23386200 tss_1869
chr10 23632800 23633800 tss_1870
chr10 23727400 23730000 tss_1871
chr10 24497200 24499200 tss_1872
chr10 24527800 24529400 tss_1873
chr10 24544200 24545600 tss_1874
chr10 24738200 24739200 tss_1875
chr10 24754200 24757600 tss_1876
chr10 25009200 25014200 tss_1877
chr10 25240800 25242400 tss_1878
chr10 25304600 25306600 tss_1879
chr10 25463400 25464000 tss_1880
chr10 25754600 25755600 tss_1881
chr10 26223200 26223600 tss_1882
chr10 26504600 26505000 tss_1883
chr10 26726400 26729400 tss_1884
chr10 26985800 26987800 tss_1885
chr10 27147600 27150400 tss_1886
chr10 27388600 27390000 tss_1887
chr10 27442000 27445800 tss_1888
chr10 27528600 27532800 tss_1889
chr10 27541200 27542000 tss_1890
chr10 27547800 27548200 tss_1891
chr10 27792400 27794400 tss_1892
chr10 28031200 28032400 tss_1893
chr10 28287000 28288000 tss_1894
chr10 28591000 28592800 tss_1895
chr10 28820600 28823800 tss_1896
chr10 28966000 28969200 tss_1897
chr10 29698000 29699600 tss_1898
chr10 29811200 29811600 tss_1899
chr10 30023400 30026200 tss_1900
chr10 30346000 30348600 tss_1901
chr10 30636400 30638600 tss_1902
chr10 30722000 30727000 tss_1903
chr10 31073000 31074600 tss_1904
chr10 31287600 31288400 tss_1905
chr10 31320000 31322000 tss_1906
chr10 31422600 31423800 tss_1907
chr10 31606800 31611200 tss_1908
chr10 31996400 31997000 tss_1909
chr10 32048000 32049800 tss_1910
chr10 32215800 32219800 tss_1911
chr10 32342600 32346000 tss_1912
chr10 32634200 32637800 tss_1913
chr10 32665400 32668800 tss_1914
chr10 32734400 32737000 tss_1915
chr10 33242200 33249600 tss_1916
chr10 33293800 33295200 tss_1917
chr10 33619200 33626800 tss_1918
chr10 35102600 35105200 tss_1919
chr10 35378200 35380000 tss_1920
chr10 35415000 35418200 tss_1921
chr10 35484000 35486200 tss_1922
chr10 35624200 35627400 tss_1923
chr10 35929600 35931800 tss_1924
chr10 35932000 35932600 tss_1925
chr10 38145600 38147400 tss_1926
chr10 38264400 38266200 tss_1927
chr10 38299000 38301000 tss_1928
chr10 38382600 38384400 tss_1929
chr10 38644600 38646400 tss_1930
chr10 38690600 38693000 tss_1931
chr10 42862735 42863935 tss_1932
chr10 42970935 42971935 tss_1933
chr10 43046935 43048935 tss_1934
chr10 43132735 43134735 tss_1935
chr10 43248535 43248935 tss_1936
chr10 43277335 43279135 tss_1937
chr10 43600735 43601335 tss_1938
chr10 43632535 43636735 tss_1939
chr10 43697735 43699335 tss_1940
chr10 43818135 43818535 tss_1941
chr10 43857335 43858535 tss_1942
chr10 43890735 43894335 tss_1943
chr10 43901135 43905935 tss_1944
chr10 43915335 43916935 tss_1945
chr10 43931335 43933135 tss_1946
chr10 43950135 43951935 tss_1947
chr10 44068735 44070335 tss_1948
chr10 44101735 44102735 tss_1949
chr10 44143335 44144935 tss_1950
chr10 44185135 44186135 tss_1951
chr10 44877935 44880735 tss_1952
chr10 45453935 45457335 tss_1953
chr10 45471735 45474535 tss_1954
chr10 45495535 45497735 tss_1955
chr10 45868535 45870935 tss_1956
chr10 45914135 45915735 tss_1957
chr10 46088735 46090535 tss_1958
chr10 46167335 46168935 tss_1959
chr10 46221935 46223535 tss_1960
chr10 46951174 46952854 tss_1961
chr10 46970830 46971230 tss_1962
chr10 46992442 46995430 tss_1963
chr10 47148030 47151774 tss_1964
chr10 47653969 47654369 tss_1965
chr10 47655169 47656769 tss_1966
chr10 48354076 48355676 tss_1967
chr10 48951676 48953676 tss_1968
chr10 49199736 49200336 tss_1969
chr10 49514287 49515887 tss_1970
chr10 49731142 49732342 tss_1971
chr10 49811502 49813502 tss_1972
chr10 49863502 49864702 tss_1973
chr10 49892902 49895102 tss_1974
chr10 50322741 50323941 tss_1975
chr10 50506423 50508223 tss_1976
chr10 50746015 50748015 tss_1977
chr10 50969933 50970533 tss_1978
chr10 51488504 51489904 tss_1979
chr10 51563863 51567063 tss_1980
chr10 51572063 51576663 tss_1981
chr10 51621863 51626663 tss_1982
chr10 51826939 51828539 tss_1983
chr10 52174447 52178647 tss_1984
chr10 52381482 52385882 tss_1985
chr10 52499082 52500482 tss_1986
chr10 52750318 52753918 tss_1987
chr10 52833518 52835118 tss_1988
chr10 53458291 53460091 tss_1989
chr10 54072822 54078422 tss_1990
chr10 54211529 54214929 tss_1991
chr10 54514770 54515170 tss_1992
chr10 60024812 60030012 tss_1993
chr10 60094412 60095812 tss_1994
chr10 60143732 60146132 tss_1995
chr10 60271823 60276223 tss_1996
chr10 60933130 60939130 tss_1997
chr10 61121674 61122674 tss_1998
chr10 61468727 61469927 tss_1999
chr10 61664422 61668622 tss_2000
chr10 61899697 61900897 tss_2001
chr10 62057953 62060753 tss_2002
chr10 62332014 62333014 tss_2003
chr10 62492021 62493421 tss_2004
chr10 62537621 62540621 tss_2005
chr10 62702413 62704813 tss_2006
chr10 62760213 62761813 tss_2007
chr10 63212713 63213113 tss_2008
chr10 63422457 63423057 tss_2009
chr10 63659119 63664919 tss_2010
chr10 63808238 63811238 tss_2011
chr10 64027751 64029151 tss_2012
chr10 64133659 64134659 tss_2013
chr10 64563663 64567063 tss_2014
chr10 64574663 64578161 tss_2015
chr10 64892658 64894658 tss_2016
chr10 65024755 65029355 tss_2017
chr10 65223951 65226751 tss_2018
chr10 65280151 65282751 tss_2019
chr10 65388253 65391453 tss_2020
chr10 69523412 69525212 tss_2021
chr10 69596812 69598212 tss_2022
chr10 69609012 69610212 tss_2023
chr10 69643812 69646212 tss_2024
chr10 69832589 69835389 tss_2025
chr10 69865589 69869789 tss_2026
chr10 69990424 69991424 tss_2027
chr10 70090624 70094824 tss_2028
chr10 70165692 70167492 tss_2029
chr10 70230092 70232092 tss_2030
chr10 70285793 70287993 tss_2031
chr10 70319793 70323393 tss_2032
chr10 70480328 70482728 tss_2033
chr10 70586498 70588298 tss_2034
chr10 70660098 70662298 tss_2035
chr10 70714704 70717704 tss_2036
chr10 70748304 70749504 tss_2037
chr10 70883147 70885547 tss_2038
chr10 70938947 70941347 tss_2039
chr10 70979828 70980628 tss_2040
chr10 71075228 71080028 tss_2041
chr10 71168748 71169148 tss_2042
chr10 71209748 71211948 tss_2043
chr10 71389708 71390508 tss_2044
chr10 71561150 71562950 tss_2045
chr10 71812234 71814234 tss_2046
chr10 71890962 71893162 tss_2047
chr10 71904762 71906962 tss_2048
chr10 71928762 71931162 tss_2049
chr10 71991534 71993734 tss_2050
chr10 72082934 72084334 tss_2051
chr10 72141351 72142951 tss_2052
chr10 72163551 72166151 tss_2053
chr10 72237951 72239751 tss_2054
chr10 72431524 72433724 tss_2055
chr10 72575281 72576881 tss_2056
chr10 72647081 72648881 tss_2057
chr10 72972048 72974048 tss_2058
chr10 72976848 72977848 tss_2059
chr10 73078848 73080048 tss_2060
chr10 73156005 73156405 tss_2061
chr10 73528592 73534992 tss_2062
chr10 73607592 73611392 tss_2063
chr10 73723163 73726363 tss_2064
chr10 73974472 73977672 tss_2065
chr10 74032272 74036872 tss_2066
chr10 74056072 74058012 tss_2067
chr10 74113212 74115212 tss_2068
chr10 74283610 74284610 tss_2069
chr10 74384467 74386467 tss_2070
chr10 74451267 74453867 tss_2071
chr10 74713362 74714962 tss_2072
chr10 74853801 74857401 tss_2073
chr10 74870103 74871703 tss_2074
chr10 74927103 74928903 tss_2075
chr10 75003903 75007868 tss_2076
chr10 75011068 75013668 tss_2077
chr10 75117868 75118868 tss_2078
chr10 75172097 75174497 tss_2079
chr10 75254497 75256497 tss_2080
chr10 75384591 75387391 tss_2081
chr10 75406951 75407751 tss_2082
chr10 75488951 75491151 tss_2083
chr10 75531551 75534151 tss_2084
chr10 75540777 75542977 tss_2085
chr10 75544777 75546577 tss_2086
chr10 75570377 75571777 tss_2087
chr10 75633577 75635177 tss_2088
chr10 75668577 75669177 tss_2089
chr10 75669377 75673271 tss_2090
chr10 75757071 75760071 tss_2091
chr10 75909633 75912233 tss_2092
chr10 75935633 75937664 tss_2093
chr10 76584096 76587296 tss_2094
chr10 76868086 76868886 tss_2095
chr10 76870086 76872686 tss_2096
chr10 76969486 76972286 tss_2097
chr10 76993499 76996099 tss_2098
chr10 77054499 77055499 tss_2099
chr10 77156189 77157789 tss_2100
chr10 77158189 77165389 tss_2101
chr10 77167589 77169589 tss_2102
chr10 77190989 77193189 tss_2103
chr10 79396396 79397596 tss_2104
chr10 79397796 79398396 tss_2105
chr10 79685076 79687076 tss_2106
chr10 79788155 79789755 tss_2107
chr10 79792755 79795955 tss_2108
chr10 80008396 80009396 tss_2109
chr10 80062396 80063396 tss_2110
chr10 80732031 80734631 tss_2111
chr10 80826231 80831631 tss_2112
chr10 81002034 81004834 tss_2113
chr10 81106587 81108787 tss_2114
chr10 81203442 81206642 tss_2115
chr10 81585028 81587428 tss_2116
chr10 81664228 81665299 tss_2117
chr10 81741299 81742099 tss_2118
chr10 81837876 81839676 tss_2119
chr10 81892076 81893676 tss_2120
chr10 81962959 81968359 tss_2121
chr10 82116350 82117150 tss_2122
chr10 82167249 82170249 tss_2123
chr10 82212849 82216449 tss_2124
chr10 82295257 82296457 tss_2125
chr10 83634293 83634693 tss_2126
chr10 85898592 85900792 tss_2127
chr10 85930586 85932186 tss_2128
chr10 86087313 86089513 tss_2129
chr10 86184373 86185773 tss_2130
chr10 88148893 88150093 tss_2131
chr10 88159493 88161693 tss_2132
chr10 88280154 88282554 tss_2133
chr10 88428318 88430318 tss_2134
chr10 88470518 88472318 tss_2135
chr10 88514518 88518622 tss_2136
chr10 88716077 88717277 tss_2137
chr10 88727277 88731877 tss_2138
chr10 88851077 88856477 tss_2139
chr10 89101677 89103677 tss_2140
chr10 89262877 89267077 tss_2141
chr10 89267477 89268077 tss_2142
chr10 89419277 89421277 tss_2143
chr10 89576277 89578877 tss_2144
chr10 89620877 89628677 tss_2145
chr10 90342477 90343477 tss_2146
chr10 90639477 90643277 tss_2147
chr10 90749677 90754477 tss_2148
chr10 90966277 90967877 tss_2149
chr10 91010477 91012077 tss_2150
chr10 91087077 91088477 tss_2151
chr10 91173477 91175677 tss_2152
chr10 91295277 91295877 tss_2153
chr10 91402877 91405677 tss_2154
chr10 91459877 91462677 tss_2155
chr10 91596877 91598077 tss_2156
chr10 92615877 92618277 tss_2157
chr10 92631077 92632677 tss_2158
chr10 92921677 92924277 tss_2159
chr10 92979077 92984677 tss_2160
chr10 93168877 93171077 tss_2161
chr10 93391877 93393677 tss_2162
chr10 93556277 93560077 tss_2163
chr10 93667677 93669277 tss_2164
chr10 93682877 93684877 tss_2165
chr10 93998077 94001077 tss_2166
chr10 94049677 94052277 tss_2167
chr10 94180277 94180677 tss_2168
chr10 94332277 94334877 tss_2169
chr10 94350477 94354677 tss_2170
chr10 94448477 94453077 tss_2171
chr10 94589477 94595277 tss_2172
chr10 94607677 94609677 tss_2173
chr10 94822277 94822677 tss_2174
chr10 94831477 94832277 tss_2175
chr10 94833677 94834277 tss_2176
chr10 95238677 95242677 tss_2177
chr10 95255277 95257477 tss_2178
chr10 95359077 95362277 tss_2179
chr10 95461277 95463277 tss_2180
chr10 95653277 95654677 tss_2181
chr10 95753077 95754677 tss_2182
chr10 96121277 96123277 tss_2183
chr10 96161877 96164077 tss_2184
chr10 96304477 96306877 tss_2185
chr10 96942877 96943677 tss_2186
chr10 96990477 96990877 tss_2187
chr10 97048877 97051277 tss_2188
chr10 97320077 97321477 tss_2189
chr10 97415077 97417077 tss_2190
chr10 97452677 97454077 tss_2191
chr10 97515277 97518077 tss_2192
chr10 97666677 97668077 tss_2193
chr10 97802477 97805277 tss_2194
chr10 97848877 97850477 tss_2195
chr10 97889077 97891677 tss_2196
chr10 98026877 98033477 tss_2197
chr10 98064077 98066877 tss_2198
chr10 98134877 98135277 tss_2199
chr10 98273277 98273877 tss_2200
chr10 98345077 98348077 tss_2201
chr10 98478077 98480677 tss_2202
chr10 98590877 98594277 tss_2203
chr10 99050677 99052877 tss_2204
chr10 99077877 99081677 tss_2205
chr10 99091677 99095277 tss_2206
chr10 99159877 99161477 tss_2207
chr10 99185077 99188677 tss_2208
chr10 99204877 99206477 tss_2209
chr10 99257277 99260077 tss_2210
chr10 99343877 99344677 tss_2211
chr10 99392677 99393877 tss_2212
chr10 99399877 99402077 tss_2213
chr10 99443277 99448077 tss_2214
chr10 99472877 99475677 tss_2215
chr10 99496677 99498077 tss_2216
chr10 99894077 99895477 tss_2217
chr10 100027077 100028877 tss_2218
chr10 100174277 100175277 tss_2219
chr10 100205477 100207277 tss_2220
chr10 101088477 101089877 tss_2221
chr10 101189077 101191477 tss_2222
chr10 101378477 101381877 tss_2223
chr10 101418277 101421077 tss_2224
chr10 101490877 101493877 tss_2225
chr10 101542077 101545277 tss_2226
chr10 101673077 101674077 tss_2227
chr10 101686877 101688677 tss_2228
chr10 101766677 101770477 tss_2229
chr10 101840877 101841677 tss_2230
chr10 101944477 101947277 tss_2231
chr10 101988277 101989877 tss_2232
chr10 102026677 102028077 tss_2233
chr10 102045077 102047077 tss_2234
chr10 102105677 102110677 tss_2235
chr10 102132477 102135077 tss_2236
chr10 102241277 102242677 tss_2237
chr10 102288277 102290077 tss_2238
chr10 102295277 102296477 tss_2239
chr10 102488677 102491277 tss_2240
chr10 102671677 102673877 tss_2241
chr10 102728477 102731877 tss_2242
chr10 102746477 102748277 tss_2243
chr10 102756477 102761677 tss_2244
chr10 102790677 102793277 tss_2245
chr10 102819077 102823077 tss_2246
chr10 102825877 102827877 tss_2247
chr10 103113477 103114877 tss_2248
chr10 103329677 103330677 tss_2249
chr10 103347077 103349077 tss_2250
chr10 103453277 103455277 tss_2251
chr10 103542077 103543877 tss_2252
chr10 103574477 103579477 tss_2253
chr10 103815077 103816477 tss_2254
chr10 103824477 103826277 tss_2255
chr10 103872077 103875477 tss_2256
chr10 103878877 103881477 tss_2257
chr10 103891877 103894477 tss_2258
chr10 103911677 103913477 tss_2259
chr10 103985877 103986277 tss_2260
chr10 103989677 103991077 tss_2261
chr10 104000477 104002277 tss_2262
chr10 104004477 104006477 tss_2263
chr10 104153477 104156877 tss_2264
chr10 104179077 104182877 tss_2265
chr10 104191477 104192877 tss_2266
